GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod
Washington Heights,29843,26493,27354,6202,5590,4890,5651.999999,2456,1844,720,41.66354264,268,163,26516,38.00000001,369.0000001,27128,22721,13165,10750,2394.999999,9555.999998,289.0000001,10311,6600,970.9999997,2461,115.9999999,163,37389.99985,1599.000003,4503.000007,2402.000003,981.0000005,18904,1833,5556.000001,5568.999999,1587,2650.999999,1708,2854.000001,1885,1716,1115,1294,620.9999997,50047.55434,9485.000001,6463,3022.000001,1070.000001,10555,7966.000001,216.0000001,512,619.0000002,1232,6.478686834,232.0000003,1177,6218.999999,2927.000001,1951.764596,1055,2419,4517,2045,519.0000002,3442,2632,281.0000001,108.0000001,142514.2247,8609,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1611,998,900,777,736,1460,Health Care,Education,Retail Trade,Accommodation and Food Service,Other Service,405,311,292,170,100,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2849,2070,698,508,171,Outside of Chicago,Roseland,Washington Heights,Auburn Gresham,West Pullman,667,73,67,64,45,,,,13514.48278,,,,,,,,,,,1.840528259,1828.185338,795.7342448,0.435259067,68.95230649,0.037716256,9.911146168,0.005421303,55.55666134,0.030388966,84.4796659,0.046209574,36.64109477,0.020042331,676.112124,0.369826904,n/a,n/a,49.07552286,0.026843844,51.72257135,0.028291755,2980,2618,1902.000001,1985,6291.000001,1215,3194,2072.000005,32.00000016,133.0000002,1907.000004,2346.000005,377.0000003,380.0000012,1589.000003,1716.000001,914.000001,499.0000002,303.0000001,3012.000002,2318.000002,653.0000007,41.00000011,25766,225.0000001,25991,25605,386,89.99999992,25605,168.0000001,13.99999999,24.99999995,0,1.000000002,0,22.00000002,156,0,193,231,29108,9,302,,,,,,,,,,,,,,,,,,,,,,,,
Washington Park,14146,11717,11355,3937.000002,2848.000001,1853.000001,1716.000001,526.0000002,242.0000001,233.0000001,30.38156797,123,243,10403,20.99999999,565.0000002,11302,8113.000001,4846,3892,954.0000001,3267.000001,176.9999999,3613,1715,180.9999999,1402,244.9999999,70.00000001,0,2065.000001,1968.000001,457.0000003,48.00000005,6711.000002,1090,2225.000001,1850.000001,356.0000001,861.0000002,329.0000001,2152.999999,1209,614.9999999,224,300.9999999,36.00000002,27457.62712,4537.999999,623,3915,1244,5782,309.9999999,208.9999999,502.9999999,1230,3509,5.156019656,709,1120,1701.999999,2251,1952.65943,1209,2208,1722,452,190.9999999,262,255,76.99999999,29,172098.2143,3659,Health Care,Administration,Education,Accommodation and Food Service,Retail Trade,699,472,385,359,355,1173,Arts and Entertainment,Education,Accommodation and Food Service,Other Service,Retail Trade,529,214,88,68,61,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1118,688,365,181,110,Outside of Chicago,Hyde Park,South Shore,Logan Square,West Town,440,45,33,31,27,,,,6788.037152,,,,,,,,,,,8.810363887,972.7704732,15.28707889,0.015714991,128.8734445,0.132480835,5.143456486,0.005287431,20.87179876,0.021456036,46.65165727,0.047957518,9.098482816,0.009353165,229.7643305,0.236195831,n/a,n/a,349.00962,0.358779002,168.0706041,0.172775191,1947,996.9999998,664.9999998,928.9999998,2446.999999,1200,2091,1567.000001,24.00000002,233.0000003,1310.000001,1547,99.00000003,372,1076,615.0000003,224.0000001,274.0000001,117.0000001,553.0000003,428.0000002,91.00000002,34.00000007,10165,131.9999999,10297,9876.000001,421,149,9876.000001,336,0,0,7.999999992,0,0,7.999999992,62.99999998,6.000000012,74,134,13798,5,135,,,,,,,,,,,,,,,,,,,,,,,,
West Elsdon,15921,18109,19362.91849,6227.707754,4345.381711,3957.043739,2782.021869,1380.948311,421.8151095,248.0000001,31.67958831,2864.24851,15772.26442,291.1590462,414.0874757,21.15904576,19343.13394,14486.20307,9357.952876,8288.075541,1069.877334,5128.250198,108.4142972,7891.283503,5155.774975,749.1088539,1618.778228,332.4874084,35.13403744,110274.9999,471.9620262,1700.95781,1966.447261,1057.641352,11645.36183,3074.161034,4282.415508,2023.419484,820.7157058,1080.934394,363.7157059,861.2455358,1472.946429,1147.098215,549.0401786,862.4553574,304.2276788,55379.52371,5197.013394,3823.991653,1372.63257,324.294643,5520.899798,4058.665976,165.2505225,432.4029226,521.4425893,327.137788,5.949774342,109.3757831,734.6910244,4072.417542,604.415449,1955.729239,193.601253,1839.229648,2137.442591,981.5636756,369.062631,1066.375,2560.754465,148,48.99999999,177859.2843,6583,Manufacturing,Accommodation and Food Service,Administration,Retail Trade,Health Care,797,763,717,707,660,1629,Retail Trade,Accommodation and Food Service,Health Care,Finance,Wholesale Trade,554,316,139,134,132,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2724,989,429,416,136,Outside of Chicago,West Elsdon,West Lawn,Gage Park,Brighton Park,739,126,63,60,55,,,,14970.67865,,,,,,,,,,,1.336580397,750.9433329,339.2238214,0.451730252,41.77463154,0.055629539,5.019822209,0.006684688,47.14012126,0.062774539,15.27799084,0.020345065,35.24218766,0.046930555,239.6906072,0.319186011,n/a,n/a,16.0587124,0.021384719,11.51543838,0.01533463,931.4062501,1012.258929,861.9241075,2391.424108,4068.419644,660.6160717,1128.59375,424.9620259,10.99999998,46.03375528,367.9282707,1753.767936,230.3291138,360.742617,1162.696205,1146.936711,445.2531648,387.4556975,314.2278487,1706.147682,1306.995783,346.151899,53.00000009,10996.45084,7049.955314,18046.40616,3369.630379,14676.77578,5675.078792,3369.630379,13224.55969,976.4370425,347.4012993,5.00000001,8.999999991,0,0.999999999,77.37774154,35.99999998,7461,7875,74,136,375,,,,,,,,,,,,,,,,,,,,,,,,
West Englewood,45282,35505,28236.99999,7591.999997,5117.999999,4968.999998,5214.999999,2975.999999,1758.999999,607.9999999,39.50287724,308,2189.999999,25327.99999,3.999999996,406.9999998,27969,22122.99999,11624,8143.999998,3479.999999,10499,278.0000002,7661.999998,4443.999999,607.9999996,2282.999999,237.9999998,88.99999984,13975.00003,3573.999999,3726.999999,1718,502,18915.99999,3995.999999,8156.999997,3872.999999,1147,1130,612.9999998,4393.999999,2576,1288,487.9999996,495.0000001,280,27759.78916,9520.999998,4523.000001,4998,3398.999999,12920,6480.000001,174.0000002,3953,1377,907.9999999,5.96568502,344.9999998,1142,4553.000001,6880.000001,1765.494186,1076,4247,4796,1669.000001,1132.000001,3476.999999,918.9999999,14.99999998,86,91568.91496,9398,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1726,1206,1107,982,785,1447,Health Care,Retail Trade,Education,Accommodation and Food Service,Transportation,538,386,126,82,65,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3732,1337,721,496,154,Outside of Chicago,West Englewood,Chicago Lawn,Auburn Gresham,South Shore,639,88,48,45,40,,,,9909.649449,,,,,,,,,,,2.156587461,2019.001194,500.6171284,0.247952864,199.3665666,0.098745145,18.53630348,0.009180927,51.51527618,0.025515228,95.56410458,0.047332367,42.35598672,0.020978683,754.577246,0.37373789,n/a,n/a,81.98812617,0.04060826,274.4804562,0.135948635,3347.999999,2294,1569,2310,5850.999999,1583,3669.999999,2902.999998,189,174.9999999,2538.999998,3511.999998,844.9999995,922.9999997,1743.999999,1270,548.9999999,506.9999999,214.0000005,1263,1019,215.0000001,29.00000006,25297.99999,1058.999999,26356.99999,24446.99999,1909.999999,911.9999996,24446.99999,1792.999999,14.00000004,35.99999991,0,0,0,0,40.99999996,25.99999997,164,459,44271,29,359,,,,,,,,,,,,,,,,,,,,,,,,
West Garfield Park,23019,18001,16950.0006,5794.008291,3399.847248,2983.179397,2890.226762,864.4310245,742.2368266,276.0710481,30.89478911,357.9999998,447.4594435,15887.54115,54.99999995,202.0000001,16714.56153,12211.48965,5909.571941,4849.956191,1059.61575,6301.917708,147.0473652,4556.908825,2517.710482,190.0899943,1662.885733,66.07578449,120.1468326,18990.00006,2378.712305,1923.294628,737.0121319,294.0277296,9862.092365,2740.458852,3578.155714,2358.05151,634.0852579,377.3126111,174.0284193,2705.668978,1223.235702,758.0831889,380.0294627,170.0207972,96.00866557,24590.55263,5333.046794,1311.073973,4021.753425,2017.185443,7349.973973,713.0136986,121.0150685,2894.164385,1863.187671,1732.59315,5.889609798,355.0452052,386.3493149,1245.087671,5363.491782,1788.333302,1256.29178,2058.336987,2994.276713,788.0547947,253.0136987,660.0537262,504.0398613,97.99999995,49.00000003,148435.0929,5559,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,968,788,674,618,403,1703,Manufacturing,Retail Trade,Health Care,Construction,Accommodation and Food Service,421,379,194,143,128,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2303,745,382,304,179,Outside of Chicago,Austin,West Garfield Park,West Town,North Lawndale,770,77,51,51,32,,,,8356.896852,,,,,,,,,,,3.174896915,828.5777955,50.69603031,0.061184394,190.4468651,0.229847899,9.528118166,0.011499365,36.68027472,0.044268957,44.59465886,0.053820726,38.97328098,0.047036357,333.6664568,0.402697802,n/a,n/a,4.923471988,0.005942076,119.0686386,0.143702425,1706.440209,1214.259965,993.1178508,1419.22877,3410.563258,1247.213171,1922.483536,1759.533796,55.01906408,73.09358755,1631.421144,1658.265165,122.0190642,295.0710573,1241.175044,749.0831891,283.0831889,331.0000002,135,646.0589255,543.0277296,80.03119591,23.00000005,15166.31381,146.1941979,15312.50801,14794.1575,518.3505036,158.1705152,14794.1575,428.3505035,0,0,0,0,0,0,78.00000014,11.99999999,133,201,22564,18,103,,,,,,,,,,,,,,,,,,,,,,,,
West Lawn,29235,33355,32176,10518,6839.999999,7047.999999,4408.999999,2042,986.9999999,331.9999999,32.34087102,4424.999999,26608,829.9999993,224,88.99999993,32160.00002,23987.99997,15739.99998,13714.99998,2024.999998,8247.999991,212.9999994,12872.99999,8839.999991,1833.999996,1797.999999,361.9999996,38.99999989,0,852.0000005,3672.00001,3060.000005,1644.000005,19535,5782.999999,7382.999999,3158.999999,944,1730,535.9999997,1740.000001,2776.000001,1937.000002,1002.000001,1275.000001,498.0000004,51081.67771,9228.000006,6522.000001,2706,665.0000003,9893.000002,6829.000002,49.00000005,1218,846.9999997,892.9999999,6.104334227,275,1050.999999,6719.000001,1848.000001,1955.081546,709,2698.000001,3825.000001,1859,802.0000002,2201.000002,4168.000003,91.00000009,48.00000008,169356.6177,11705,Manufacturing,Accommodation and Food Service,Administration,Retail Trade,Health Care,1564,1289,1229,1205,1117,6220,Manufacturing,Retail Trade,Administration,Accommodation and Food Service,Education,1981,1193,607,581,547,Outside of Chicago,The Loop,Near North Side,Near West Side,West Lawn,4984,1753,682,607,347,Outside of Chicago,West Lawn,Chicago Lawn,Ashburn,Gage Park,2932,347,279,188,131,,,,15456.89256,,,,,,,,,,,1.543797146,1889.699297,615.3895732,0.325654761,84.49047987,0.044711071,10.79440733,0.005712235,169.1717153,0.089523087,105.7792021,0.055976738,192.9024774,0.102081044,636.6899771,0.336926609,n/a,n/a,35.65264575,0.018866835,38.82881898,0.020547618,1926.000001,1971.000001,1501.000001,3830.000002,7043.000004,1184.000001,2185.000001,887.0000025,17.99999991,50.00000036,819.0000022,3442.000009,418.0000003,790.0000026,2234.000006,1928.000004,759.0000019,507.0000013,662.000001,2758.000004,1989.000004,669.9999999,99,18864.99998,10989.99999,29854.99997,6934.999992,22919.99997,8629.99999,6934.999992,22034.99997,518.9999994,0,55.00000008,39.00000002,0,39.00000006,233,0,12540,15179,760,272,484,,,,,,,,,,,,,,,,,,,,,,,,
West Pullman,36649,29651,27480.06008,7460.256039,5849.675373,4604.24167,5318.21293,2568.537557,1288.136512,390.9999998,36.71416039,184.9999995,1569.999999,25318.06008,18.99999985,387.9999996,27428.63282,21601.83221,13132.8821,10056.2197,3076.6624,8468.950109,318.0000007,9430.167563,6344.532768,845.1134665,1926.36493,113.1563983,201.0000002,36714.99996,1679.611373,3750.484436,2541.873064,983.6697848,17662.55976,2527.323317,5788.083603,5211.536249,1221.560418,1752.804702,1161.251469,2973.728781,2158.74354,1542.051659,916.8487077,904.3874533,459.1107007,41079.19301,8954.870842,5756.230504,3199.138981,2315.747231,11271.19321,7944.179655,315.5898304,1843.999999,505.9999993,517.0474578,6.295054274,412.2000005,1222.894914,5666.793216,3969.305081,1952.285244,608.5186433,2884.718643,5409.816945,1683.138981,684.9999995,4445.274904,1223.562729,22.99999999,21,109805.4422,8510,Health Care,Administration,Retail Trade,Education,Accommodation and Food Service,1564,932,880,862,789,982,Retail Trade,Manufacturing,Health Care,Wholesale Trade,Other Service,291,200,130,127,53,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3623,1670,574,422,108,Outside of Chicago,West Pullman,Roseland,Chicago Lawn,Auburn Gresham,554,46,40,26,22,,,,15256.88263,,,,,,,,,,,2.932943995,2281.111063,855.9094983,0.375216057,116.8728884,0.051235071,12.4076734,0.005439311,45.0310791,0.019740853,87.80986747,0.038494341,60.41010325,0.026482754,798.3382422,0.349977805,0.212535812,9.32E-05,87.39653689,0.038313144,216.7226378,0.095007491,2591.928042,2587.503688,1499.63653,2275.802581,6093.666048,1415.636531,2861.204794,2016.981315,93.0000007,114.0778818,1809.903432,2677.884744,545.1285055,488.5919025,1644.164336,1542.242216,779.2803757,539.8216519,223.1401881,2260.495335,1768.304523,438.1440824,54.04672952,24825.49154,861.4753286,25686.96687,23861.6786,1825.288265,883.1901322,23861.6786,1587.076668,52.03679948,0,0,0,0,0,92.03066642,94.14413135,328,1699,34277,16,329,,,,,,,,,,,,,,,,,,,,,,,,
West Ridge,73199,71942,77212.00002,21420.00001,16735.00001,14840,14012,5913.000001,2929.000001,1363,35.42141656,32200,14178.00001,10320,16987.00001,3527.000002,75553.00001,59713.00003,38311.00002,35352.00002,2959.000001,21402.00001,1271.000001,33368.00001,19146,3565.000002,7017.000007,2949.000001,691.0000006,149605.0001,3830.999999,12664,6896.999999,2209.999999,51236.00002,9135.000003,11390,7661.000002,2912.000001,12599,7539.000002,5685.000002,6672.000002,4739,2532,3384.999999,2588.999999,52038.56748,25602,11961,13641,2670,28272,5346.999999,1506,2847,5966.999999,12534,5.428714001,995,3241.999999,12862,11173,1947.992986,6782.999999,10502,8910.999999,1385,690.9999998,3020,3775.999999,4071.999997,1075,267742.5664,26954,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,4903,3089,2805,2385,2186,11088,Health Care,Professional,Retail Trade,Accommodation and Food Service,Other Service,5533,1298,1228,826,554,Outside of Chicago,The Loop,Near North Side,West Ridge,Near West Side,12024,3658,1832,1495,961,Outside of Chicago,West Ridge,Rogers Park,Edgewater,Albany Park,5477,1495,366,321,192,,,,12110.68445,,,,,,,,,,,2.95752177,2259.621095,553.235061,0.244835323,511.7139504,0.22646007,27.33477098,0.01209706,140.0238537,0.061967847,169.040756,0.074809337,2.584204356,0.001143645,655.6195444,0.290145789,n/a,n/a,188.5313768,0.083434952,11.53757719,0.005105979,6679.000001,7585,3882,7456.000001,17211,2175.000001,8391.000001,3799.999999,165,233.9999997,3400.999999,8070.999999,619.9999995,1242.999999,6208,4718,1355,2209.000001,1154,8482.999999,5934.999999,1991.000001,556.9999992,38500.00002,32452.00001,70952.00003,29475.00002,41477.00002,19932,29475.00002,11387.00001,2954.999999,671.0000002,1530.999999,3027.999999,446.9999995,3203.999999,13174.00001,5080.000005,36403,11353,4962,16347,4134,,,,,,,,,,,,,,,,,,,,,,,,
West Town,87435,82236,84255,13212,38188,19224,8688,2995,1480,468.0000003,31.98278667,52801,19108,5910,4043.999999,2392,83603.00001,72855.85036,60441.00751,58312.72594,2123.281572,12414.84285,4371.586531,53030.75493,22773.60619,3361.212349,19935.39196,5714.468664,1246.075772,448495.0002,7759.819951,19439.83658,8696.556793,1663.033242,65772,4686.000001,6082.000002,7199,2378,28476,16951,5077.000001,4439.000001,5357,4563.000001,7086.000001,11072,96499.0138,37594,15090,22504,3481,41075.00001,4071.000001,1606,5324.000001,13931,16044,4.963449749,8701.000001,6856,4015.000001,21503,1764.041064,8536.000002,18741,10583,2505.000001,710.0000001,421.0000002,2043,6310.000001,6031.000001,453223.0559,46125,Professional,Health Care,Accommodation and Food Service,Finance,Education,7667,4973,4333,4275,3840,42055,Administration,Health Care,Accommodation and Food Service,Retail Trade,Other Service,12197,5684,5406,3832,2698,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,13691,10853,6258,4094,2956,Outside of Chicago,West Town,Logan Square,Humboldt Park,Lake View,18773,2956,1545,1083,924,,,,10259.55295,,,,,,,,,,,1.627062201,2928.441339,224.1263185,0.076534338,685.5029709,0.234084583,137.8916065,0.04708703,162.0883119,0.055349687,132.6755707,0.045305866,190.7332229,0.065131311,1085.9356,0.37082375,n/a,n/a,242.0893735,0.082668336,67.39836433,0.023015098,12952,15134,5411,4097,15402,2094,22192,3588.565099,89.00000006,363.0000002,3136.565099,5244.800557,366.9612191,996.1108038,3881.728534,5299.897511,965.9418286,2225.072024,2108.883659,22417.9834,13947.28256,6353.113579,2117.587259,67448.2264,11369.04023,78817.26664,58961.79141,19855.47523,7705.025266,58961.79141,12605.42657,3822.058943,362.7942001,371.0000002,82.00000007,283.9999998,309.6323667,1801.930777,216.6323669,34445,40966,7979,1510,2535,,,,,,,,,,,,,,,,,,,,,,,,
Woodlawn,27086,23740,22925,7132.000001,5331,3834,4057,1601,699.0000001,270.9999999,31.42933619,1852,748.9999999,19012,847,465.0000002,21509.00001,18025.08999,9623.910549,7908.095097,1715.815453,8401.179445,407.7795071,7276.18737,3284.202375,478.1477491,2492.294648,916.9374465,104.6051513,16264.99998,3840.583983,3878.155043,1292.968993,201.4031009,13390,1947,3087.999999,3694,1009,1911,1741,4433.000002,2005.000001,1048.000001,690.0000003,635.0000004,402.0000002,26415.17129,9213.000004,2071.000001,7142.000001,2616.000001,11829,1075,448.0000003,1892,2655,5751.000001,5.326514431,1187,2528,3619,4495.000001,1952.628074,3039,3741,3753.000001,1048,248,890.0000006,876.0000005,248.0000001,56.99999998,165348.1013,7689,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,1556,925,848,775,711,2463,Health Care,Education,Real Estate,Other Service,Professional,793,614,261,208,173,Outside of Chicago,The Loop,Near North Side,Hyde Park,Near West Side,2444,1414,651,564,440,Outside of Chicago,Woodlawn,South Shore,Hyde Park,Chatham,715,170,119,99,60,,,,8098.715749,,,,,,,,,,,7.808502817,1325.313158,63.91846306,0.048228951,253.7447962,0.191460256,6.418449479,0.004842968,35.4613048,0.026756925,141.2768746,0.106598862,3.764897085,0.00284076,341.125558,0.257392418,n/a,n/a,357.3804847,0.269657388,122.2223297,0.092221472,4260.000002,2244.000001,1205.000001,1504.000001,4430.000002,1650.000001,4783.000002,3080.012922,92.00000002,353.268734,2634.744188,2665.372096,249.1111113,647.0025843,1769.2584,1088.1938,444.5529722,335.930233,307.7105948,1762.684757,1229.266151,436.4186052,97.00000008,20051.50748,1289.075006,21340.58249,19517.0931,1823.489385,595.2462493,19517.0931,580.8748935,45.77950749,416.9999999,26.447212,12.99999999,37.76309086,68.99999999,442.2103026,191.4143787,761,288,25518,207,312,,,,,,,,,,,,,,,,,,,,,,,,
